urllength,isdomainip,tldlength,noofsubdomain,noofdigits,noofspecialcharacters,ishttps,label
144,0,3,0,31,16,1,1
5795,0,3,2,763,31,1,1
81,0,2,0,0,10,1,1
36,0,2,1,2,4,1,1
64,0,5,0,0,9,0,1
32,0,5,1,0,3,0,1
36,0,3,1,5,3,0,1
48,0,5,0,3,9,0,1
38,0,2,1,4,4,0,1
52,0,4,2,11,8,1,1
36,0,4,0,0,2,0,1
20,0,2,1,1,3,0,1
125,0,5,1,21,7,1,1
55,0,11,2,11,8,1,1
43,0,4,0,0,6,1,1
30,1,3,2,12,5,0,1
82,0,3,2,16,5,0,1
59,0,2,1,0,7,1,1
49,0,2,0,3,6,0,1
55,0,2,2,27,7,1,1
31,0,2,2,0,4,1,1
54,0,5,2,3,6,1,1
71,0,3,0,9,3,1,1
69,0,3,2,3,7,1,1
77,0,2,2,3,9,1,1
65,0,3,1,3,7,1,1
46,0,7,0,1,5,0,1
24,0,7,1,0,3,0,1
35,0,3,0,1,4,0,1
74,0,3,1,2,11,1,1
70,0,6,4,1,10,1,1
54,0,11,3,3,5,1,1
71,0,3,0,5,6,1,1
116,0,3,1,14,5,1,1
43,0,2,2,3,5,0,1
51,0,3,1,0,3,0,1
33,0,3,0,0,4,0,1
145,0,3,1,15,17,1,1
52,0,5,2,11,8,1,1
53,0,2,2,10,4,1,1
46,0,2,2,2,4,1,1
49,0,1,2,8,6,1,1
51,0,3,1,6,7,0,1
95,0,3,3,0,14,1,1
84,0,3,0,8,6,1,1
839,0,3,1,132,91,1,1
42,0,3,1,9,5,1,1
79,0,3,0,0,13,1,1
59,0,3,1,4,8,0,1
62,0,6,0,0,10,1,1
40,0,4,1,7,5,1,1
74,0,3,1,5,8,0,1
30,0,3,2,1,4,0,1
46,0,2,1,1,5,0,1
167,0,3,1,15,15,1,1
454,0,3,0,53,82,1,1
28,0,3,1,1,3,1,1
81,0,3,0,0,14,0,1
59,0,12,1,1,5,0,1
51,0,2,4,0,7,1,1
301,0,2,0,46,4,1,1
437,0,3,0,154,27,1,1
238,0,3,1,37,34,0,1
56,0,2,0,0,5,1,1
43,0,8,2,0,6,0,1
96,0,2,1,28,9,1,1
249,0,6,1,24,17,1,1
41,0,13,1,4,3,0,1
88,0,2,1,0,12,1,1
121,0,3,0,12,7,0,1
35,0,2,1,3,4,0,1
88,0,3,0,4,11,0,1
236,0,2,1,34,7,1,1
44,0,2,1,6,5,1,1
57,0,1,3,5,8,1,1
34,0,8,1,4,3,0,1
51,0,2,1,5,4,1,1
44,0,2,1,6,6,0,1
67,0,3,0,21,5,1,1
36,0,3,0,2,2,1,1
319,1,3,2,51,40,0,1
33,0,2,0,6,7,0,1
56,1,0,2,17,9,0,1
114,0,3,0,8,12,1,1
130,0,3,0,28,23,0,1
61,0,2,0,7,9,1,1
71,0,4,2,10,12,1,1
104,0,2,0,0,15,1,1
37,1,3,2,11,5,0,1
238,0,2,3,48,28,1,1
32,0,3,1,0,4,1,1
50,0,3,0,0,9,1,1
54,0,3,0,1,10,0,1
45,0,2,1,2,5,1,1
462,0,3,2,83,34,1,1
34,0,5,2,0,5,1,1
51,0,2,2,2,6,0,1
58,0,3,1,5,6,1,1
44,0,2,1,6,5,0,1
48,0,2,0,9,4,1,1
299,0,3,2,41,12,1,1
82,0,3,2,0,11,1,1
47,0,2,2,1,5,1,1
142,0,2,1,5,17,0,1
99,0,3,2,0,22,1,1
40,0,6,1,3,5,1,1
47,0,12,2,0,5,1,1
92,0,2,1,23,11,1,1
57,0,4,2,9,9,1,1
39,0,2,0,0,3,0,1
19,0,3,0,2,2,0,1
45,0,2,0,0,2,1,1
90,0,3,0,9,11,1,1
65,0,3,1,1,9,0,1
54,0,2,0,1,6,0,1
108,0,4,2,9,8,1,1
79,0,2,1,26,8,0,1
108,0,3,1,5,10,1,1
110,0,3,1,4,13,1,1
43,0,2,1,1,4,0,1
29,0,4,1,5,3,1,1
137,0,4,1,5,14,1,1
38,0,6,0,0,6,0,1
40,0,3,2,10,7,1,1
40,0,3,1,11,5,1,1
48,0,3,0,4,5,0,1
57,0,2,1,9,9,0,1
422,0,3,1,7,89,0,1
78,0,3,0,0,8,1,1
1062,0,3,2,182,43,1,1
69,0,2,1,2,9,0,1
41,0,3,1,8,6,0,1
36,0,6,1,6,4,0,1
29,0,3,0,10,3,1,1
88,0,3,1,17,10,1,1
50,0,5,2,7,6,1,1
32,0,5,0,6,2,0,1
37,0,2,2,13,4,1,1
73,0,2,1,15,4,1,1
55,0,2,1,3,4,1,1
47,0,3,0,7,4,0,1
62,0,2,1,5,6,1,1
31,0,4,0,1,2,1,1
62,0,2,2,17,9,1,1
35,0,2,0,1,3,0,1
247,0,3,1,54,9,0,1
48,0,2,2,0,5,0,1
146,0,4,4,16,13,0,1
529,0,4,0,57,9,1,1
57,0,2,1,4,5,1,1
97,0,3,1,16,13,0,1
328,0,3,1,69,54,1,1
74,0,3,1,0,4,1,1
31,0,3,1,2,3,1,1
169,0,4,4,19,16,0,1
284,1,3,2,57,43,0,1
43,0,3,0,0,2,1,1
98,0,4,2,11,6,1,1
118,0,3,4,0,25,1,1
91,0,2,1,25,11,1,1
51,0,5,1,0,5,1,1
113,0,3,1,12,10,1,1
29,0,8,0,0,2,0,1
20,0,2,0,6,2,0,1
23,0,3,0,5,2,0,1
110,0,3,0,5,11,0,1
91,0,2,1,0,12,1,1
42,0,2,1,0,4,1,1
48,0,3,1,2,7,1,1
107,0,3,1,1,16,1,1
201,0,4,2,38,5,1,1
43,0,5,0,0,5,0,1
30,0,2,2,4,4,1,1
31,0,4,1,7,3,1,1
28,0,7,0,0,4,0,1
66,0,1,3,8,9,0,1
48,0,2,0,0,5,1,1
42,0,3,0,3,3,1,1
46,0,3,0,3,3,1,1
159,0,2,1,21,7,0,1
60,0,2,2,17,7,1,1
85,0,18,2,13,4,0,1
37,0,3,1,1,2,1,1
63,0,2,3,12,10,0,1
40,0,4,1,1,4,1,1
46,0,3,1,6,4,1,1
53,0,7,2,7,6,1,1
44,0,2,2,3,4,1,1
29,0,2,1,0,3,1,1
59,0,2,1,2,7,1,1
52,0,2,2,6,6,1,1
473,1,3,2,99,51,0,1
33,0,5,1,4,3,0,1
52,0,7,3,3,7,0,1
37,0,3,1,0,4,1,1
120,0,3,0,33,16,0,1
34,0,2,0,5,3,0,1
53,0,3,1,3,6,1,1
65,0,3,0,0,11,1,1
37,0,7,2,7,4,1,1
48,0,7,2,4,4,1,1
33,0,3,0,4,3,1,1
58,0,3,1,4,8,1,1
63,0,3,0,0,10,0,1
35,0,1,0,1,5,1,1
40,0,3,1,0,4,0,1
174,0,2,2,57,9,0,1
100,0,4,2,9,5,1,1
65,0,3,0,0,6,1,1
39,0,4,2,3,3,1,1
43,0,4,0,1,7,0,1
30,0,1,2,5,4,0,1
55,0,3,1,1,4,1,1
23,0,4,0,0,2,1,1
107,0,3,0,8,10,1,1
127,0,3,1,13,10,1,1
23,0,1,0,3,2,0,1
224,0,2,1,28,23,0,1
25,0,2,0,7,2,1,1
39,0,3,1,2,4,1,1
44,0,3,1,0,3,1,1
30,0,2,1,9,5,1,1
27,0,7,0,3,2,0,1
34,0,5,0,0,4,0,1
174,0,3,2,36,25,1,1
43,0,3,1,6,5,0,1
17,0,3,0,5,2,0,1
45,0,3,1,1,3,1,1
47,0,8,2,0,6,0,1
249,0,3,0,46,28,0,1
82,0,2,5,0,8,0,1
96,0,3,0,12,7,1,1
45,0,3,1,12,6,1,1
41,0,3,1,15,4,0,1
52,0,10,1,1,6,0,1
25,0,3,0,0,2,1,1
125,0,4,2,8,9,1,1
74,0,3,0,2,10,1,1
31,0,2,0,0,2,0,1
55,0,6,1,0,9,0,1
60,0,4,0,0,5,1,1
60,0,3,0,2,4,1,1
57,0,12,1,3,4,0,1
42,0,3,1,1,6,1,1
92,0,4,1,22,10,1,1
73,0,4,2,3,7,1,1
44,0,1,0,0,5,0,1
121,0,3,0,23,10,1,1
584,0,3,0,76,6,1,1
74,0,3,1,0,3,1,1
94,0,2,0,7,6,1,1
59,0,6,1,0,8,1,1
46,0,2,2,7,6,1,1
71,0,2,4,0,9,1,1
57,0,2,3,16,7,0,1
108,0,3,0,9,6,1,1
106,0,3,1,41,10,0,1
63,0,3,0,7,4,1,1
47,0,2,1,12,4,1,1
279,0,3,1,34,48,0,1
69,0,3,1,7,7,0,1
148,0,4,5,29,18,0,1
41,0,3,2,9,8,0,1
71,0,5,4,1,13,1,1
35,0,8,2,1,4,1,1
33,0,7,2,4,4,0,1
33,0,3,1,4,3,0,1
55,0,3,0,4,5,0,1
58,0,2,1,28,6,1,1
111,0,3,1,6,11,1,1
68,0,2,0,4,5,1,1
23,0,3,1,2,3,1,1
48,0,3,0,3,6,1,1
89,0,7,1,22,8,1,1
243,0,5,0,116,15,0,1
69,1,3,2,12,8,0,1
56,0,3,2,11,9,0,1
79,0,3,2,0,9,1,1
219,0,2,1,17,20,1,1
127,0,4,0,51,6,1,1
40,0,2,0,0,6,0,1
48,0,3,0,9,6,1,1
51,0,4,2,8,6,1,1
41,0,4,2,1,4,1,1
36,0,2,0,3,5,0,1
100,0,4,2,7,5,1,1
74,0,2,3,10,8,0,1
143,0,4,4,14,13,0,1
118,0,2,2,36,13,1,1
62,0,3,1,1,6,0,1
89,0,2,2,0,6,1,1
41,0,2,2,1,7,0,1
216,0,3,4,25,33,0,1
64,0,4,4,0,11,0,1
67,0,3,0,32,5,1,1
83,0,3,1,5,10,0,1
89,0,2,1,17,6,0,1
67,0,3,0,0,8,0,1
159,0,2,1,16,7,0,1
88,0,7,2,5,10,1,1
42,0,3,1,8,4,1,1
30,0,8,0,3,2,0,1
167,0,3,1,24,18,1,1
71,0,4,1,3,11,1,1
75,0,2,1,5,12,1,1
48,0,3,0,2,6,0,1
82,0,2,1,6,10,1,1
41,0,2,0,7,4,0,1
47,0,2,1,0,5,0,1
45,0,2,0,21,3,1,1
48,0,2,1,13,5,0,1
37,0,2,1,2,4,0,1
22,0,4,0,0,3,1,1
73,0,2,2,11,5,1,1
143,0,3,1,11,10,1,1
47,0,1,4,5,6,1,1
35,0,2,1,3,6,1,1
55,0,3,0,3,5,1,1
25,0,5,0,1,2,0,1
207,0,3,0,15,25,0,1
27,0,4,1,4,3,0,1
92,0,2,2,35,8,0,1
71,0,3,1,5,5,0,1
51,0,6,2,4,4,1,1
40,0,3,1,1,3,1,1
116,0,3,0,7,13,1,1
50,0,2,1,10,7,0,1
51,0,1,2,4,6,1,1
57,0,3,2,0,8,1,1
50,0,3,1,4,6,0,1
167,0,3,1,15,14,1,1
49,0,3,1,4,6,1,1
247,0,7,1,99,15,1,1
91,0,2,0,6,13,1,1
22,0,5,0,0,1,0,1
210,0,5,2,98,17,0,1
53,0,3,2,0,5,0,1
51,0,3,0,0,2,0,1
72,0,3,1,10,11,0,1
156,0,3,1,42,7,1,1
94,0,2,0,10,7,1,1
40,0,2,1,5,5,1,1
104,0,2,0,15,8,1,1
93,0,3,0,8,13,1,1
61,0,2,2,7,6,1,1
109,0,3,1,4,12,1,1
43,0,2,1,0,7,0,1
63,0,3,1,4,8,1,1
45,0,6,1,3,6,0,1
28,0,4,0,0,5,1,1
33,0,16,0,2,2,0,1
106,0,4,1,6,7,1,1
51,0,3,0,4,5,0,1
33,0,2,1,0,4,0,1
92,0,11,0,5,10,0,1
22,0,2,0,2,3,0,1
62,0,3,1,6,11,1,1
84,0,2,1,7,6,1,1
189,0,3,0,14,12,1,1
90,0,2,1,15,12,1,1
48,0,2,2,15,3,1,1
53,0,3,1,11,6,1,1
46,0,2,1,0,3,0,1
25,0,2,0,3,3,1,1
37,0,2,1,4,6,1,1
55,0,4,4,0,7,1,1
59,0,2,1,4,5,1,1
48,0,3,3,11,9,1,1
36,0,3,2,0,6,1,1
83,0,2,0,15,5,1,1
48,0,2,1,19,5,0,1
59,0,3,0,2,6,1,1
54,0,2,1,0,9,0,1
40,0,8,2,4,4,1,1
31,0,2,1,6,4,0,1
90,0,3,1,33,9,1,1
97,0,2,0,14,5,1,1
88,0,3,1,7,14,1,1
70,0,3,1,4,13,1,1
249,0,2,2,88,20,1,1
63,0,3,0,8,8,1,1
79,0,10,0,3,11,0,1
103,0,4,2,13,7,1,1
67,0,4,2,2,9,1,1
467,1,3,2,94,59,0,1
76,0,3,1,21,7,1,1
83,0,3,0,4,6,1,1
221,1,3,2,29,30,0,1
32,0,5,2,6,4,0,1
30,1,0,2,9,5,0,1
52,0,2,1,2,6,0,1
27,0,1,0,0,4,0,1
88,0,2,0,5,8,1,1
119,0,10,2,27,16,0,1
39,0,7,1,0,4,0,1
29,0,4,1,3,3,0,1
25,0,2,0,5,2,1,1
214,0,4,1,28,24,0,1
53,0,1,3,5,8,1,1
41,0,4,1,2,5,1,1
52,0,2,3,13,6,0,1
110,0,7,2,5,7,1,1
28,0,8,0,1,2,0,1
57,0,8,3,5,8,0,1
41,0,6,1,1,3,0,1
24,0,3,0,0,2,0,1
170,0,2,1,12,18,0,1
143,0,2,0,11,16,1,1
54,0,2,1,0,7,1,1
70,0,3,2,5,6,1,1
77,0,2,0,0,5,1,1
116,0,4,2,14,15,1,1
71,0,3,0,1,10,1,1
94,0,4,2,7,6,1,1
26,0,7,0,2,2,1,1
32,0,1,1,1,3,1,1
34,0,3,1,5,3,0,1
52,0,4,1,8,5,1,1
98,0,2,1,0,12,1,1
35,0,5,1,1,3,0,1
103,0,6,2,13,7,1,1
46,0,3,0,1,6,0,1
211,0,3,0,57,19,1,1
75,0,1,2,1,9,1,1
221,1,3,2,84,16,0,1
22,0,4,0,2,2,1,1
39,0,3,1,7,5,0,1
101,0,4,1,10,7,1,1
40,0,3,2,0,6,0,1
33,0,4,1,3,3,0,1
121,0,4,1,2,20,1,1
44,0,8,3,2,5,0,1
61,0,3,0,9,8,1,1
64,0,14,1,0,4,1,1
38,0,2,2,4,5,1,1
185,0,2,3,44,17,0,1
91,0,2,1,19,12,1,1
61,0,10,1,4,7,1,1
82,0,3,0,1,12,1,1
51,0,2,0,0,8,1,1
60,0,6,1,0,7,0,1
93,0,2,2,9,8,1,1
96,0,3,1,46,11,1,1
93,0,3,1,15,6,0,1
225,0,2,1,28,23,0,1
85,0,2,2,13,5,1,1
88,0,2,0,7,6,1,1
40,0,2,0,3,7,0,1
66,0,3,1,7,7,1,1
230,0,2,3,39,28,1,1
95,0,3,0,9,11,1,1
31,0,3,1,3,3,0,1
53,0,6,0,0,7,0,1
44,0,9,0,0,5,1,1
281,0,2,0,65,42,0,1
103,0,2,2,15,10,1,1
45,0,1,2,10,6,1,1
23,0,3,1,0,3,0,1
53,0,4,1,15,10,0,1
47,0,1,4,6,6,1,1
433,0,6,1,61,32,1,1
104,0,4,2,11,7,1,1
54,0,3,1,0,5,0,1
146,0,2,0,12,23,1,1
68,0,3,1,0,6,0,1
38,0,2,0,1,5,1,1
111,0,3,1,7,11,1,1
39,0,9,2,2,3,1,1
49,0,2,0,19,3,1,1
31,0,3,1,7,3,1,1
70,0,2,0,0,10,1,1
167,0,3,1,22,17,1,1
58,0,2,0,18,4,0,1
47,0,3,0,3,6,0,1
87,0,3,1,23,8,1,1
49,0,2,1,7,7,0,1
253,1,3,2,43,35,0,1
66,0,3,0,17,8,0,1
132,0,3,0,85,7,1,1
74,0,3,3,20,5,0,1
43,0,3,1,7,4,1,1
105,0,3,1,7,11,1,1
33,0,12,1,1,3,0,1
94,0,4,1,5,5,1,1
145,0,3,1,3,9,1,1
31,0,5,0,0,3,0,1
52,0,3,0,3,7,0,1
74,0,3,0,10,6,1,1
113,0,3,0,25,19,0,1
34,0,2,1,7,4,1,1
206,0,3,1,35,15,1,1
36,0,2,1,8,3,1,1
106,0,4,2,15,14,1,1
32,0,2,0,5,2,1,1
80,0,2,2,27,10,0,1
17,0,2,0,1,2,0,1
89,0,4,2,12,4,1,1
96,0,3,0,1,18,0,1
17,0,4,0,0,1,1,1
27,0,2,0,9,2,0,1
72,0,13,3,0,7,1,1
57,0,3,1,13,3,1,1
45,0,3,1,15,5,1,1
93,0,3,1,14,15,0,1
70,0,3,0,0,10,1,1
55,0,3,1,12,6,1,1
84,0,2,1,14,8,1,1
91,0,3,0,2,13,0,1
50,0,11,1,14,3,1,1
38,0,2,1,9,5,1,1
93,0,2,1,22,7,1,1
90,0,4,0,4,16,0,1
182,0,2,3,123,12,1,1
40,0,2,1,15,4,0,1
53,0,3,1,1,8,1,1
50,0,2,0,0,10,1,1
38,0,3,2,6,5,0,1
62,0,3,1,2,6,1,1
27,0,4,0,2,2,1,1
41,0,4,1,12,4,1,1
28,0,3,1,8,3,1,1
49,0,3,1,7,5,1,1
43,0,2,0,1,4,1,1
73,0,2,1,4,4,1,1
31,0,12,1,2,2,1,1
34,0,3,1,1,4,1,1
34,0,3,2,4,5,1,1
99,0,2,2,3,10,1,1
484,0,3,0,43,79,0,1
49,0,2,1,1,6,0,1
63,0,4,2,12,12,0,1
83,0,3,1,40,11,1,1
37,0,3,0,4,4,1,1
43,0,2,1,0,9,0,1
53,0,7,2,5,6,0,1
45,0,2,1,2,6,0,1
26,0,8,0,3,3,0,1
99,0,2,1,0,11,0,1
94,0,4,1,9,5,1,1
69,0,1,4,2,13,1,1
93,0,3,0,0,23,0,1
140,0,4,4,11,11,0,1
41,0,2,0,1,7,0,1
117,0,3,0,26,16,0,1
34,0,3,1,0,5,0,1
31,0,4,0,11,3,0,1
102,0,8,0,22,12,1,1
46,0,4,2,0,5,0,1
46,0,3,1,10,6,0,1
85,0,2,1,0,11,0,1
38,0,3,0,3,4,0,1
124,0,3,0,12,7,1,1
132,0,3,1,4,8,1,1
24,0,4,1,0,2,0,1
32,0,7,2,1,4,0,1
30,0,2,0,6,5,1,1
104,0,2,1,6,6,1,1
52,0,3,1,2,7,1,1
63,0,3,1,11,7,1,1
81,0,3,1,36,7,1,1
54,0,2,1,1,5,1,1
55,0,3,1,2,5,0,1
65,0,15,2,0,8,0,1
58,0,2,1,2,8,1,1
42,0,2,2,4,7,1,1
23,0,3,1,1,4,1,1
184,0,3,3,48,19,0,1
67,0,4,2,13,9,0,1
33,0,2,3,0,4,0,1
94,0,3,3,23,8,0,1
78,0,3,1,13,9,1,1
47,0,2,2,1,4,1,1
27,0,3,1,5,3,0,1
43,0,3,1,2,3,0,1
60,0,2,1,13,7,0,1
57,0,8,3,10,7,0,1
58,0,3,1,7,9,0,1
141,0,3,2,40,11,1,1
108,0,3,0,10,12,1,1
42,0,2,1,7,5,1,1
53,0,4,2,11,9,0,1
45,0,3,3,6,4,0,1
53,0,2,0,0,10,0,1
49,0,3,1,0,6,0,1
228,0,2,3,46,28,1,1
38,0,2,0,0,5,1,1
76,0,2,3,24,8,1,1
81,0,2,2,7,8,1,1
113,0,4,2,11,8,1,1
33,0,1,0,1,2,0,1
33,0,8,0,0,5,0,1
43,0,2,1,0,6,0,1
66,0,3,0,2,8,1,1
36,0,3,2,3,5,0,1
69,0,2,1,0,5,1,1
58,0,2,1,3,7,1,1
85,0,2,2,5,5,1,1
69,0,3,0,0,9,0,1
309,1,3,2,65,48,0,1
40,0,2,2,3,4,1,1
110,0,3,1,31,7,0,1
38,0,6,0,0,3,0,1
25,0,3,1,5,3,0,1
172,0,3,1,22,13,0,1
41,0,2,1,11,4,0,1
47,0,2,1,3,4,1,1
36,0,3,1,8,6,1,1
57,0,4,3,6,8,0,1
158,0,3,1,21,23,1,1
28,0,5,0,0,4,0,1
123,0,2,1,39,10,1,1
35,0,2,1,18,4,0,1
27,0,3,0,7,3,0,1
41,0,4,1,1,5,1,1
81,0,2,1,0,10,0,1
36,0,3,1,3,5,1,1
361,0,3,0,76,36,1,1
77,0,3,1,0,5,1,1
121,0,3,0,28,17,0,1
46,0,3,1,1,6,1,1
96,0,3,0,4,9,1,1
162,0,3,0,49,8,0,1
50,0,3,1,7,7,1,1
59,0,4,0,4,10,1,1
37,0,2,0,0,3,1,1
30,0,2,0,1,5,0,1
34,0,4,1,2,5,1,1
80,0,2,0,6,3,1,1
54,0,9,2,0,7,0,1
50,0,1,3,2,7,0,1
90,0,4,0,10,6,1,1
105,0,7,2,7,7,1,1
29,0,2,0,0,2,0,1
66,0,5,1,15,8,0,1
49,0,16,0,0,5,1,1
51,0,6,1,0,5,1,1
64,0,3,1,7,8,0,1
56,0,4,1,0,6,0,1
34,0,7,1,0,4,1,1
63,0,2,2,9,6,0,1
114,0,3,2,3,11,1,1
87,0,4,2,11,16,1,1
54,0,2,0,0,7,1,1
131,0,3,0,9,8,1,1
1283,0,3,0,155,114,1,1
90,0,1,2,10,5,0,1
95,0,2,0,10,6,1,1
75,0,4,4,5,8,1,1
44,0,3,1,1,3,0,1
48,0,3,1,6,5,0,1
97,0,3,0,6,9,1,1
146,0,4,0,53,9,1,1
37,0,8,1,0,5,1,1
50,0,2,1,21,7,0,1
90,0,2,0,8,7,1,1
52,0,2,3,13,7,0,1
85,0,19,2,11,4,0,1
58,0,3,3,6,9,1,1
39,0,7,1,8,3,0,1
55,0,3,1,6,9,0,1
48,0,2,4,0,6,1,1
74,0,3,2,4,14,1,1
56,0,4,3,10,10,0,1
87,0,3,1,2,10,1,1
211,0,15,2,43,26,0,1
95,0,1,2,13,5,1,1
37,0,3,1,5,5,1,1
88,0,2,1,24,7,1,1
70,0,3,1,0,11,1,1
35,0,2,0,0,3,1,1
45,0,3,2,9,8,1,1
49,0,2,2,5,7,0,1
46,0,1,2,5,6,1,1
96,0,3,0,24,11,1,1
32,0,3,3,0,5,1,1
42,0,3,1,3,5,1,1
109,0,3,0,0,16,1,1
49,0,2,2,4,7,1,1
131,0,3,0,7,14,1,1
65,0,2,1,2,7,1,1
43,0,3,0,3,4,1,1
70,0,7,1,15,8,0,1
47,0,1,4,9,6,0,1
22,0,4,0,0,1,1,1
46,0,3,1,0,3,0,1
55,0,2,1,7,8,0,1
82,0,4,1,8,6,1,1
39,0,2,2,5,4,0,1
82,0,3,5,10,13,1,1
23,0,3,0,6,3,0,1
47,0,3,1,17,3,1,1
37,0,6,1,1,6,0,1
106,0,3,1,48,10,0,1
38,0,3,1,4,4,0,1
30,0,3,0,5,3,0,1
65,0,2,3,0,7,0,1
65,0,4,2,14,9,1,1
46,0,4,1,4,3,0,1
55,0,2,3,4,6,0,1
52,0,5,0,0,4,1,1
54,0,1,1,19,3,0,1
41,0,4,0,20,2,1,1
54,0,3,0,11,6,1,1
32,0,3,1,12,3,1,1
28,0,2,0,1,3,0,1
32,0,2,0,4,4,0,1
29,0,3,1,2,3,1,1
52,0,3,1,2,5,0,1
85,0,4,2,26,10,1,1
57,0,3,6,0,9,1,1
26,0,6,0,0,1,0,1
23,0,3,1,4,2,1,1
231,0,2,3,43,25,1,1
24,0,6,0,3,2,0,1
111,0,3,0,13,15,0,1
63,0,4,2,8,12,1,1
38,0,2,1,7,5,0,1
40,0,6,2,1,4,1,1
63,0,3,0,6,3,0,1
20,0,2,0,0,1,0,1
90,0,2,0,6,5,1,1
49,0,2,1,3,6,1,1
70,0,2,0,0,6,0,1
38,0,6,1,1,3,0,1
41,0,21,0,5,2,0,1
36,0,3,1,2,4,1,1
39,0,3,1,3,7,1,1
71,0,3,0,4,9,0,1
63,0,4,1,16,8,0,1
52,0,1,4,3,6,1,1
234,0,6,2,100,18,1,1
95,0,4,2,14,5,1,1
47,0,2,1,1,4,1,1
37,0,3,0,11,4,0,1
156,0,3,0,16,30,1,1
26,0,2,0,1,4,0,1
31,0,11,0,0,4,1,1
68,0,2,0,22,5,0,1
33,0,3,1,4,3,1,1
98,0,7,3,20,11,0,1
142,0,3,0,33,23,0,1
31,0,1,2,1,4,0,1
27,0,8,0,1,2,0,1
32,0,1,2,2,4,0,1
44,0,4,2,2,6,1,1
30,0,1,2,0,5,0,1
46,0,2,1,13,4,1,1
82,0,2,1,11,10,1,1
38,0,2,1,5,3,1,1
79,0,3,0,24,6,1,1
57,0,2,1,0,9,0,1
56,0,7,3,10,7,0,1
100,0,3,1,0,14,1,1
32,0,2,2,4,6,0,1
81,0,3,0,8,6,1,1
240,0,3,0,33,5,1,1
199,0,3,0,64,11,1,1
110,0,4,2,7,10,1,1
111,0,3,0,26,19,0,1
25,0,7,0,3,2,0,1
177,0,3,0,14,19,0,1
129,0,4,2,14,15,0,1
34,0,2,0,0,2,1,1
45,0,6,1,2,4,0,1
49,0,4,0,1,4,1,1
45,0,3,1,2,6,0,1
44,0,4,1,0,7,0,1
49,0,3,1,1,8,1,1
45,0,2,0,1,4,1,1
34,0,2,0,6,5,0,1
51,0,3,1,1,4,0,1
44,0,3,2,10,8,1,1
36,0,3,0,4,5,0,1
73,0,4,4,9,12,1,1
79,0,3,0,29,6,1,1
41,0,3,2,0,5,1,1
91,0,14,0,24,9,0,1
73,0,3,0,1,11,0,1
104,0,2,1,6,10,0,1
66,0,2,1,2,9,1,1
43,0,2,1,9,3,1,1
32,0,2,3,0,5,1,1
68,0,1,3,8,8,1,1
88,0,2,1,4,4,1,1
34,0,1,1,2,3,0,1
304,0,2,0,41,6,0,1
90,0,14,0,24,9,0,1
25,0,6,0,4,2,0,1
84,0,2,0,9,13,0,1
20,0,4,0,0,2,0,1
239,0,2,3,55,30,1,1
48,0,2,2,10,4,1,1
178,0,3,1,24,20,1,1
46,0,3,2,3,6,0,1
92,0,3,0,11,4,1,1
21,0,2,0,0,1,1,1
35,0,3,1,2,4,0,1
58,0,4,3,6,9,0,1
44,0,3,0,2,4,1,1
51,0,3,4,6,6,0,1
82,0,3,3,37,7,1,1
39,0,3,0,1,6,0,1
35,0,6,1,0,6,1,1
85,0,2,0,4,5,1,1
97,0,1,2,15,5,1,1
31,0,2,0,4,3,1,1
29,0,4,0,5,4,0,1
42,0,2,0,5,3,1,1
68,0,2,1,12,7,1,1
86,0,2,0,12,13,1,1
59,0,2,1,3,9,0,1
26,0,2,0,2,4,0,1
41,0,3,1,4,6,1,1
74,0,3,0,0,12,0,1
48,0,11,2,5,4,1,1
34,0,3,1,4,3,1,1
85,0,3,1,23,9,1,1
39,0,2,1,0,7,1,1
67,0,3,0,0,5,1,1
42,0,3,0,0,6,0,1
49,0,5,3,0,6,1,1
48,0,3,1,1,5,1,1
121,0,3,0,49,7,1,1
41,0,2,1,16,4,1,1
114,0,2,2,22,12,1,1
44,0,3,1,13,3,0,1
40,0,4,1,3,4,1,1
44,0,7,1,0,6,0,1
40,0,2,3,2,7,1,1
44,0,8,2,4,7,0,1
109,0,4,1,10,6,1,1
75,0,2,1,13,8,0,1
31,0,3,0,0,5,1,1
187,0,5,1,24,15,1,1
66,0,3,1,1,6,1,1
71,0,3,2,17,8,1,1
73,0,2,0,0,7,0,1
172,0,2,2,20,30,0,1
30,0,2,2,6,4,1,1
78,0,2,1,2,11,1,1
54,0,2,3,13,7,0,1
54,0,9,0,0,6,1,1
82,0,4,2,10,4,0,1
32,0,2,0,4,3,1,1
56,0,2,1,0,6,0,1
48,0,3,1,1,8,1,1
39,0,2,1,12,4,0,1
217,0,3,0,75,19,0,1
99,0,2,1,14,6,1,1
53,0,1,3,7,7,0,1
83,0,2,1,19,10,1,1
95,0,2,2,5,10,1,1
76,0,3,1,2,10,1,1
98,0,2,0,9,5,1,1
92,0,4,0,6,6,1,1
50,0,3,1,1,5,1,1
101,0,3,1,10,5,0,1
63,0,3,1,0,5,1,1
55,0,3,2,10,7,1,1
63,1,3,2,12,8,0,1
110,0,4,2,33,14,1,1
127,0,1,4,4,12,0,1
63,0,3,2,0,9,1,1
42,0,4,2,1,4,0,1
55,0,2,0,0,7,1,1
30,0,9,0,0,4,0,1
43,0,3,0,0,4,1,1
28,0,10,0,3,2,0,1
59,0,3,1,4,5,0,1
55,0,3,0,3,6,0,1
80,0,3,5,11,11,0,1
